chat_id,officer,question,ai_response,date_time,tokens_used
CHAT0319,Officer52,What is the procedure for arrest?,AI generated response,2026-07-06T09:57:00,759
CHAT0320,Officer48,What is the procedure for arrest?,AI generated response,2026-07-07T09:14:00,1057
CHAT0321,Officer59,How to register an FIR?,AI generated response,2026-07-07T13:00:00,376
CHAT0322,Officer20,What is the procedure for arrest?,AI generated response,2026-07-01T14:11:00,466
CHAT0323,Officer22,What is the procedure for arrest?,AI generated response,2026-07-02T15:46:00,439
CHAT0324,Officer22,How to register an FIR?,AI generated response,2026-07-09T09:49:00,1159
CHAT0325,Officer26,How to file a missing person case?,AI generated response,2026-07-08T10:01:00,742
CHAT0326,Officer40,How to register an FIR?,AI generated response,2026-07-06T15:21:00,307
CHAT0327,Officer68,How to register an FIR?,AI generated response,2026-07-05T09:26:00,349
CHAT0328,Officer84,Evidence required in cybercrime?,AI generated response,2026-07-08T10:21:00,775
CHAT0329,Officer44,How to register an FIR?,AI generated response,2026-07-06T18:12:00,227
CHAT0330,Officer16,What is the procedure for arrest?,AI generated response,2026-07-01T15:59:00,228
CHAT0331,Officer23,How to register an FIR?,AI generated response,2026-07-06T11:32:00,1066
CHAT0332,Officer56,How to file a missing person case?,AI generated response,2026-07-08T11:02:00,598
CHAT0333,Officer78,How to file a missing person case?,AI generated response,2026-07-06T17:17:00,400
CHAT0334,Officer92,How to file a missing person case?,AI generated response,2026-07-09T17:10:00,310
CHAT0335,Officer16,How to file a missing person case?,AI generated response,2026-07-01T16:39:00,838
CHAT0336,Officer12,Evidence required in cybercrime?,AI generated response,2026-07-03T15:18:00,679
CHAT0337,Officer1,How to file a missing person case?,AI generated response,2026-07-02T18:18:00,318
CHAT0338,Officer38,Evidence required in cybercrime?,AI generated response,2026-07-01T18:12:00,421
CHAT0339,Officer88,How to register an FIR?,AI generated response,2026-07-05T11:51:00,264
CHAT0340,Officer51,Evidence required in cybercrime?,AI generated response,2026-07-04T17:01:00,924
CHAT0341,Officer52,What is the procedure for arrest?,AI generated response,2026-07-08T12:33:00,301
CHAT0342,Officer59,How to file a missing person case?,AI generated response,2026-07-05T14:42:00,881
CHAT0343,Officer33,How to file a missing person case?,AI generated response,2026-07-09T15:48:00,836
CHAT0344,Officer43,How to file a missing person case?,AI generated response,2026-07-09T11:59:00,884
CHAT0345,Officer42,IPC section for theft?,AI generated response,2026-07-07T17:16:00,458
CHAT0346,Officer98,Evidence required in cybercrime?,AI generated response,2026-07-07T16:30:00,551
CHAT0347,Officer80,What is the procedure for arrest?,AI generated response,2026-07-09T17:59:00,452
CHAT0348,Officer40,Evidence required in cybercrime?,AI generated response,2026-07-08T12:33:00,800
CHAT0349,Officer14,How to file a missing person case?,AI generated response,2026-07-01T12:19:00,719
CHAT0350,Officer42,IPC section for theft?,AI generated response,2026-07-02T14:19:00,953
CHAT0351,Officer34,How to register an FIR?,AI generated response,2026-07-05T15:58:00,698
CHAT0352,Officer29,How to register an FIR?,AI generated response,2026-07-04T12:27:00,333
CHAT0353,Officer17,How to register an FIR?,AI generated response,2026-07-06T13:39:00,343
CHAT0354,Officer40,How to file a missing person case?,AI generated response,2026-07-02T12:09:00,963
CHAT0355,Officer90,What is the procedure for arrest?,AI generated response,2026-07-09T09:50:00,891
CHAT0356,Officer20,Evidence required in cybercrime?,AI generated response,2026-07-06T10:20:00,941
CHAT0357,Officer67,IPC section for theft?,AI generated response,2026-07-04T14:02:00,1126
CHAT0358,Officer24,What is the procedure for arrest?,AI generated response,2026-07-06T12:37:00,845
CHAT0359,Officer27,How to file a missing person case?,AI generated response,2026-07-05T12:38:00,1043
CHAT0360,Officer67,How to file a missing person case?,AI generated response,2026-07-09T10:52:00,806
CHAT0361,Officer35,Evidence required in cybercrime?,AI generated response,2026-07-02T12:39:00,954
CHAT0362,Officer99,What is the procedure for arrest?,AI generated response,2026-07-05T17:20:00,785
CHAT0363,Officer70,How to file a missing person case?,AI generated response,2026-07-01T14:44:00,763
CHAT0364,Officer93,What is the procedure for arrest?,AI generated response,2026-07-05T12:14:00,1116
CHAT0365,Officer43,How to register an FIR?,AI generated response,2026-07-09T13:24:00,861
CHAT0366,Officer28,How to register an FIR?,AI generated response,2026-07-09T17:13:00,664
CHAT0367,Officer48,How to register an FIR?,AI generated response,2026-07-04T11:56:00,1099
CHAT0368,Officer18,Evidence required in cybercrime?,AI generated response,2026-07-09T17:14:00,1161
CHAT0369,Officer33,How to file a missing person case?,AI generated response,2026-07-07T18:09:00,765
CHAT0370,Officer62,How to file a missing person case?,AI generated response,2026-07-05T11:37:00,161
CHAT0371,Officer37,IPC section for theft?,AI generated response,2026-07-07T12:08:00,827
CHAT0372,Officer99,How to file a missing person case?,AI generated response,2026-07-03T17:51:00,681
CHAT0373,Officer29,Evidence required in cybercrime?,AI generated response,2026-07-01T17:08:00,626
CHAT0374,Officer87,What is the procedure for arrest?,AI generated response,2026-07-07T18:28:00,323
CHAT0375,Officer31,How to file a missing person case?,AI generated response,2026-07-02T15:17:00,528
CHAT0376,Officer49,How to register an FIR?,AI generated response,2026-07-02T16:20:00,1058
CHAT0377,Officer96,Evidence required in cybercrime?,AI generated response,2026-07-08T14:55:00,790
CHAT0378,Officer44,IPC section for theft?,AI generated response,2026-07-08T12:41:00,255
CHAT0379,Officer25,How to register an FIR?,AI generated response,2026-07-09T13:33:00,556
CHAT0380,Officer31,How to file a missing person case?,AI generated response,2026-07-07T12:33:00,496
CHAT0381,Officer96,How to register an FIR?,AI generated response,2026-07-04T10:28:00,302
CHAT0382,Officer2,How to register an FIR?,AI generated response,2026-07-02T14:18:00,492
CHAT0383,Officer13,How to register an FIR?,AI generated response,2026-07-05T11:26:00,334
CHAT0384,Officer20,How to file a missing person case?,AI generated response,2026-07-02T11:39:00,788
CHAT0385,Officer62,Evidence required in cybercrime?,AI generated response,2026-07-08T16:52:00,958
CHAT0386,Officer78,Evidence required in cybercrime?,AI generated response,2026-07-09T10:44:00,197
CHAT0387,Officer89,IPC section for theft?,AI generated response,2026-07-05T15:54:00,310
CHAT0388,Officer36,IPC section for theft?,AI generated response,2026-07-02T11:47:00,177
CHAT0389,Officer84,IPC section for theft?,AI generated response,2026-07-02T17:32:00,1105
CHAT0390,Officer30,What is the procedure for arrest?,AI generated response,2026-07-06T11:03:00,726
CHAT0391,Officer56,Evidence required in cybercrime?,AI generated response,2026-07-06T09:21:00,848
CHAT0392,Officer86,Evidence required in cybercrime?,AI generated response,2026-07-07T14:05:00,205
CHAT0393,Officer56,What is the procedure for arrest?,AI generated response,2026-07-02T16:51:00,352
CHAT0394,Officer46,How to register an FIR?,AI generated response,2026-07-03T09:44:00,986
CHAT0395,Officer33,IPC section for theft?,AI generated response,2026-07-09T17:15:00,1005
CHAT0396,Officer71,Evidence required in cybercrime?,AI generated response,2026-07-01T17:44:00,216
CHAT0397,Officer66,Evidence required in cybercrime?,AI generated response,2026-07-03T16:38:00,611
CHAT0398,Officer81,Evidence required in cybercrime?,AI generated response,2026-07-03T15:11:00,1180
CHAT0399,Officer32,How to register an FIR?,AI generated response,2026-07-08T16:12:00,510
CHAT0400,Officer92,Evidence required in cybercrime?,AI generated response,2026-07-05T09:51:00,400
CHAT0401,Officer23,Evidence required in cybercrime?,AI generated response,2026-07-01T17:10:00,376
CHAT0402,Officer32,What is the procedure for arrest?,AI generated response,2026-07-04T13:06:00,838
CHAT0403,Officer44,How to register an FIR?,AI generated response,2026-07-01T15:33:00,1026
CHAT0404,Officer76,Evidence required in cybercrime?,AI generated response,2026-07-09T14:54:00,962
CHAT0405,Officer57,IPC section for theft?,AI generated response,2026-07-02T10:48:00,275
CHAT0406,Officer96,What is the procedure for arrest?,AI generated response,2026-07-06T18:56:00,390
CHAT0407,Officer63,IPC section for theft?,AI generated response,2026-07-03T09:48:00,775
CHAT0408,Officer75,How to file a missing person case?,AI generated response,2026-07-03T16:24:00,962
CHAT0409,Officer69,What is the procedure for arrest?,AI generated response,2026-07-04T16:27:00,308
CHAT0410,Officer97,What is the procedure for arrest?,AI generated response,2026-07-09T09:07:00,1035
CHAT0411,Officer4,Evidence required in cybercrime?,AI generated response,2026-07-07T11:50:00,993
CHAT0412,Officer53,What is the procedure for arrest?,AI generated response,2026-07-09T13:08:00,726
CHAT0413,Officer83,How to file a missing person case?,AI generated response,2026-07-07T15:00:00,205
CHAT0414,Officer41,How to file a missing person case?,AI generated response,2026-07-06T18:41:00,1119
CHAT0415,Officer85,Evidence required in cybercrime?,AI generated response,2026-07-04T17:04:00,626
CHAT0416,Officer3,How to register an FIR?,AI generated response,2026-07-04T11:27:00,580
CHAT0417,Officer86,How to register an FIR?,AI generated response,2026-07-07T10:43:00,722
CHAT0418,Officer68,How to file a missing person case?,AI generated response,2026-07-09T12:14:00,848
CHAT0419,Officer82,What is the procedure for arrest?,AI generated response,2026-07-09T10:32:00,786
CHAT0420,Officer69,IPC section for theft?,AI generated response,2026-07-02T16:25:00,871
CHAT0421,Officer14,Evidence required in cybercrime?,AI generated response,2026-07-02T17:29:00,665
CHAT0422,Officer25,Evidence required in cybercrime?,AI generated response,2026-07-08T16:36:00,270
CHAT0423,Officer100,How to file a missing person case?,AI generated response,2026-07-05T18:18:00,804
CHAT0424,Officer54,How to file a missing person case?,AI generated response,2026-07-05T18:12:00,859
CHAT0425,Officer30,Evidence required in cybercrime?,AI generated response,2026-07-07T17:05:00,938
CHAT0426,Officer54,How to register an FIR?,AI generated response,2026-07-05T12:06:00,1072
CHAT0427,Officer59,How to register an FIR?,AI generated response,2026-07-09T15:04:00,972
CHAT0428,Officer22,IPC section for theft?,AI generated response,2026-07-01T17:54:00,486
CHAT0429,Officer62,How to register an FIR?,AI generated response,2026-07-04T14:11:00,875
CHAT0430,Officer10,How to file a missing person case?,AI generated response,2026-07-03T17:36:00,253
CHAT0431,Officer89,How to register an FIR?,AI generated response,2026-07-01T13:47:00,151
CHAT0432,Officer33,IPC section for theft?,AI generated response,2026-07-08T13:39:00,745
CHAT0433,Officer94,How to file a missing person case?,AI generated response,2026-07-09T11:48:00,1055
CHAT0434,Officer6,Evidence required in cybercrime?,AI generated response,2026-07-03T10:24:00,172
CHAT0435,Officer1,IPC section for theft?,AI generated response,2026-07-05T10:42:00,948
CHAT0436,Officer29,What is the procedure for arrest?,AI generated response,2026-07-08T13:24:00,353
CHAT0437,Officer92,IPC section for theft?,AI generated response,2026-07-01T09:07:00,834
CHAT0438,Officer2,How to file a missing person case?,AI generated response,2026-07-08T18:54:00,299
CHAT0439,Officer54,IPC section for theft?,AI generated response,2026-07-04T09:23:00,916
CHAT0440,Officer4,What is the procedure for arrest?,AI generated response,2026-07-04T15:21:00,739
CHAT0441,Officer49,How to file a missing person case?,AI generated response,2026-07-08T18:16:00,1028
CHAT0442,Officer92,What is the procedure for arrest?,AI generated response,2026-07-08T13:56:00,213
CHAT0443,Officer42,Evidence required in cybercrime?,AI generated response,2026-07-07T10:46:00,1017
CHAT0444,Officer27,Evidence required in cybercrime?,AI generated response,2026-07-04T13:17:00,175
CHAT0445,Officer95,What is the procedure for arrest?,AI generated response,2026-07-01T11:48:00,349
CHAT0446,Officer35,How to register an FIR?,AI generated response,2026-07-07T10:16:00,949
CHAT0447,Officer100,IPC section for theft?,AI generated response,2026-07-07T17:54:00,756
CHAT0448,Officer58,Evidence required in cybercrime?,AI generated response,2026-07-01T14:36:00,447
CHAT0449,Officer99,How to register an FIR?,AI generated response,2026-07-03T15:14:00,449
CHAT0450,Officer44,IPC section for theft?,AI generated response,2026-07-06T16:47:00,1139
CHAT0451,Officer99,How to file a missing person case?,AI generated response,2026-07-09T14:48:00,1158
CHAT0452,Officer31,How to register an FIR?,AI generated response,2026-07-04T15:28:00,150
CHAT0453,Officer92,How to register an FIR?,AI generated response,2026-07-03T09:39:00,529
CHAT0454,Officer99,Evidence required in cybercrime?,AI generated response,2026-07-03T11:41:00,897
CHAT0455,Officer27,How to register an FIR?,AI generated response,2026-07-05T16:36:00,494
CHAT0456,Officer91,Evidence required in cybercrime?,AI generated response,2026-07-01T11:45:00,1145
CHAT0457,Officer24,Evidence required in cybercrime?,AI generated response,2026-07-07T10:07:00,611
CHAT0458,Officer2,What is the procedure for arrest?,AI generated response,2026-07-01T15:04:00,1057
CHAT0459,Officer83,How to file a missing person case?,AI generated response,2026-07-01T11:20:00,1147
CHAT0460,Officer60,IPC section for theft?,AI generated response,2026-07-05T13:54:00,250
CHAT0461,Officer8,IPC section for theft?,AI generated response,2026-07-04T12:14:00,928
CHAT0462,Officer51,How to file a missing person case?,AI generated response,2026-07-08T14:27:00,596
CHAT0463,Officer14,How to register an FIR?,AI generated response,2026-07-05T14:34:00,698
CHAT0464,Officer63,How to register an FIR?,AI generated response,2026-07-06T14:08:00,837
CHAT0465,Officer77,Evidence required in cybercrime?,AI generated response,2026-07-08T17:41:00,850
CHAT0466,Officer100,IPC section for theft?,AI generated response,2026-07-05T15:33:00,783
CHAT0467,Officer31,Evidence required in cybercrime?,AI generated response,2026-07-02T18:15:00,889
CHAT0468,Officer44,How to register an FIR?,AI generated response,2026-07-03T09:20:00,740
CHAT0469,Officer69,What is the procedure for arrest?,AI generated response,2026-07-05T14:37:00,570
CHAT0470,Officer71,How to file a missing person case?,AI generated response,2026-07-03T12:03:00,312
CHAT0471,Officer91,How to file a missing person case?,AI generated response,2026-07-04T15:57:00,418
CHAT0472,Officer74,Evidence required in cybercrime?,AI generated response,2026-07-08T17:40:00,1151
CHAT0473,Officer32,How to file a missing person case?,AI generated response,2026-07-05T14:58:00,1105
CHAT0474,Officer46,What is the procedure for arrest?,AI generated response,2026-07-04T11:29:00,576
CHAT0475,Officer20,Evidence required in cybercrime?,AI generated response,2026-07-05T16:54:00,443
CHAT0476,Officer90,How to file a missing person case?,AI generated response,2026-07-09T12:59:00,994
CHAT0477,Officer10,How to register an FIR?,AI generated response,2026-07-08T18:28:00,1068
CHAT0478,Officer16,Evidence required in cybercrime?,AI generated response,2026-07-01T17:22:00,216
CHAT0479,Officer15,IPC section for theft?,AI generated response,2026-07-07T10:54:00,1057
CHAT0480,Officer93,What is the procedure for arrest?,AI generated response,2026-07-04T11:07:00,593
CHAT0481,Officer24,How to file a missing person case?,AI generated response,2026-07-02T09:37:00,656
CHAT0482,Officer39,Evidence required in cybercrime?,AI generated response,2026-07-05T15:10:00,480
CHAT0483,Officer10,How to register an FIR?,AI generated response,2026-07-02T16:34:00,617
CHAT0484,Officer83,Evidence required in cybercrime?,AI generated response,2026-07-06T11:45:00,1195
CHAT0485,Officer34,How to file a missing person case?,AI generated response,2026-07-06T15:40:00,621
CHAT0486,Officer33,How to register an FIR?,AI generated response,2026-07-04T18:06:00,817
CHAT0487,Officer23,Evidence required in cybercrime?,AI generated response,2026-07-06T15:01:00,227
CHAT0488,Officer88,Evidence required in cybercrime?,AI generated response,2026-07-01T17:46:00,308
CHAT0489,Officer84,What is the procedure for arrest?,AI generated response,2026-07-09T12:33:00,253
CHAT0490,Officer24,How to file a missing person case?,AI generated response,2026-07-06T09:01:00,822
CHAT0491,Officer22,IPC section for theft?,AI generated response,2026-07-01T18:45:00,710
CHAT0492,Officer20,Evidence required in cybercrime?,AI generated response,2026-07-04T15:35:00,1096
CHAT0493,Officer33,What is the procedure for arrest?,AI generated response,2026-07-09T13:09:00,1181
CHAT0494,Officer7,What is the procedure for arrest?,AI generated response,2026-07-05T11:02:00,212
CHAT0495,Officer6,How to register an FIR?,AI generated response,2026-07-09T12:31:00,1072
CHAT0496,Officer40,IPC section for theft?,AI generated response,2026-07-08T17:10:00,1120
CHAT0497,Officer38,What is the procedure for arrest?,AI generated response,2026-07-09T15:15:00,1011
CHAT0498,Officer46,Evidence required in cybercrime?,AI generated response,2026-07-04T16:07:00,1171
CHAT0499,Officer22,Evidence required in cybercrime?,AI generated response,2026-07-01T09:23:00,608
CHAT0500,Officer97,IPC section for theft?,AI generated response,2026-07-07T15:52:00,700
CHAT0501,Officer37,What is the procedure for arrest?,AI generated response,2026-07-06T16:08:00,680
CHAT0502,Officer72,How to register an FIR?,AI generated response,2026-07-07T18:38:00,961
CHAT0503,Officer71,How to register an FIR?,AI generated response,2026-07-05T10:54:00,1043
CHAT0504,Officer5,What is the procedure for arrest?,AI generated response,2026-07-08T17:56:00,910
CHAT0505,Officer25,How to register an FIR?,AI generated response,2026-07-03T15:36:00,708
CHAT0506,Officer39,How to register an FIR?,AI generated response,2026-07-09T12:17:00,753
CHAT0507,Officer16,Evidence required in cybercrime?,AI generated response,2026-07-05T14:20:00,688
CHAT0508,Officer52,IPC section for theft?,AI generated response,2026-07-03T17:35:00,777
CHAT0509,Officer11,How to register an FIR?,AI generated response,2026-07-02T12:17:00,394
CHAT0510,Officer71,Evidence required in cybercrime?,AI generated response,2026-07-01T13:27:00,981
CHAT0511,Officer47,IPC section for theft?,AI generated response,2026-07-08T11:41:00,797
CHAT0512,Officer84,IPC section for theft?,AI generated response,2026-07-04T14:41:00,672
CHAT0513,Officer33,Evidence required in cybercrime?,AI generated response,2026-07-06T16:59:00,947
CHAT0514,Officer88,How to file a missing person case?,AI generated response,2026-07-09T09:09:00,1118
CHAT0515,Officer29,What is the procedure for arrest?,AI generated response,2026-07-04T09:36:00,784
CHAT0516,Officer98,IPC section for theft?,AI generated response,2026-07-04T12:12:00,302
CHAT0517,Officer5,What is the procedure for arrest?,AI generated response,2026-07-01T16:44:00,176
CHAT0518,Officer81,How to register an FIR?,AI generated response,2026-07-02T15:53:00,1148
CHAT0519,Officer34,How to register an FIR?,AI generated response,2026-07-08T16:43:00,897
CHAT0520,Officer20,IPC section for theft?,AI generated response,2026-07-05T11:46:00,1080
CHAT0521,Officer74,How to register an FIR?,AI generated response,2026-07-01T16:03:00,474
CHAT0522,Officer7,IPC section for theft?,AI generated response,2026-07-01T15:13:00,470
CHAT0523,Officer88,How to register an FIR?,AI generated response,2026-07-05T11:08:00,1028
CHAT0524,Officer89,How to file a missing person case?,AI generated response,2026-07-05T10:26:00,1161
CHAT0525,Officer73,How to file a missing person case?,AI generated response,2026-07-09T16:29:00,350
CHAT0526,Officer32,How to file a missing person case?,AI generated response,2026-07-07T18:42:00,761
CHAT0527,Officer40,Evidence required in cybercrime?,AI generated response,2026-07-06T13:08:00,217
CHAT0528,Officer83,How to file a missing person case?,AI generated response,2026-07-08T13:31:00,436
CHAT0529,Officer23,IPC section for theft?,AI generated response,2026-07-06T13:01:00,661
CHAT0530,Officer25,What is the procedure for arrest?,AI generated response,2026-07-03T17:58:00,913
CHAT0531,Officer36,How to file a missing person case?,AI generated response,2026-07-03T15:42:00,790
CHAT0532,Officer83,Evidence required in cybercrime?,AI generated response,2026-07-03T11:58:00,1034
CHAT0533,Officer93,IPC section for theft?,AI generated response,2026-07-01T10:26:00,676
CHAT0534,Officer36,How to register an FIR?,AI generated response,2026-07-06T15:15:00,943
CHAT0535,Officer51,How to file a missing person case?,AI generated response,2026-07-02T15:08:00,824
CHAT0536,Officer66,Evidence required in cybercrime?,AI generated response,2026-07-02T13:15:00,818
CHAT0537,Officer94,IPC section for theft?,AI generated response,2026-07-08T14:53:00,998
CHAT0538,Officer85,How to register an FIR?,AI generated response,2026-07-09T10:03:00,517
CHAT0539,Officer87,Evidence required in cybercrime?,AI generated response,2026-07-02T09:29:00,338
CHAT0540,Officer31,How to register an FIR?,AI generated response,2026-07-01T13:32:00,1056
CHAT0541,Officer41,IPC section for theft?,AI generated response,2026-07-04T15:29:00,286
CHAT0542,Officer82,How to file a missing person case?,AI generated response,2026-07-05T11:07:00,499
CHAT0543,Officer88,IPC section for theft?,AI generated response,2026-07-09T16:43:00,1113
CHAT0544,Officer30,What is the procedure for arrest?,AI generated response,2026-07-05T15:15:00,870
CHAT0545,Officer93,Evidence required in cybercrime?,AI generated response,2026-07-06T17:07:00,632
CHAT0546,Officer40,IPC section for theft?,AI generated response,2026-07-06T14:43:00,956
CHAT0547,Officer23,How to file a missing person case?,AI generated response,2026-07-03T13:14:00,943
CHAT0548,Officer33,How to file a missing person case?,AI generated response,2026-07-09T17:05:00,374
CHAT0549,Officer51,Evidence required in cybercrime?,AI generated response,2026-07-07T12:50:00,724
CHAT0550,Officer82,How to register an FIR?,AI generated response,2026-07-09T13:16:00,687
CHAT0551,Officer54,How to register an FIR?,AI generated response,2026-07-05T13:42:00,543
CHAT0552,Officer23,IPC section for theft?,AI generated response,2026-07-05T10:55:00,793
CHAT0553,Officer87,IPC section for theft?,AI generated response,2026-07-09T12:20:00,652
CHAT0554,Officer24,Evidence required in cybercrime?,AI generated response,2026-07-06T15:50:00,329
CHAT0555,Officer33,What is the procedure for arrest?,AI generated response,2026-07-08T15:20:00,1073
CHAT0556,Officer6,Evidence required in cybercrime?,AI generated response,2026-07-04T10:50:00,661
CHAT0557,Officer38,Evidence required in cybercrime?,AI generated response,2026-07-01T14:06:00,374
CHAT0558,Officer12,How to file a missing person case?,AI generated response,2026-07-07T15:52:00,227
CHAT0559,Officer13,Evidence required in cybercrime?,AI generated response,2026-07-07T17:39:00,1103
CHAT0560,Officer5,Evidence required in cybercrime?,AI generated response,2026-07-06T16:02:00,279
CHAT0561,Officer13,What is the procedure for arrest?,AI generated response,2026-07-08T13:31:00,953
CHAT0562,Officer12,What is the procedure for arrest?,AI generated response,2026-07-07T16:06:00,778
CHAT0563,Officer94,How to file a missing person case?,AI generated response,2026-07-03T12:31:00,410
CHAT0564,Officer48,How to file a missing person case?,AI generated response,2026-07-09T16:26:00,790
CHAT0565,Officer61,What is the procedure for arrest?,AI generated response,2026-07-05T13:23:00,229
CHAT0566,Officer99,What is the procedure for arrest?,AI generated response,2026-07-07T15:36:00,978
CHAT0567,Officer27,IPC section for theft?,AI generated response,2026-07-07T10:11:00,303
CHAT0568,Officer22,What is the procedure for arrest?,AI generated response,2026-07-03T14:47:00,454
CHAT0569,Officer59,What is the procedure for arrest?,AI generated response,2026-07-02T13:59:00,403
CHAT0570,Officer100,How to register an FIR?,AI generated response,2026-07-07T16:18:00,558
CHAT0571,Officer51,Evidence required in cybercrime?,AI generated response,2026-07-07T13:52:00,1166
CHAT0572,Officer61,What is the procedure for arrest?,AI generated response,2026-07-01T16:09:00,916
CHAT0573,Officer11,How to file a missing person case?,AI generated response,2026-07-04T17:01:00,414
CHAT0574,Officer76,How to register an FIR?,AI generated response,2026-07-08T18:01:00,832
CHAT0575,Officer52,IPC section for theft?,AI generated response,2026-07-05T11:44:00,1002
CHAT0576,Officer51,What is the procedure for arrest?,AI generated response,2026-07-02T11:08:00,1051
CHAT0577,Officer44,IPC section for theft?,AI generated response,2026-07-09T15:38:00,895
CHAT0578,Officer68,How to register an FIR?,AI generated response,2026-07-06T09:36:00,979
CHAT0579,Officer22,What is the procedure for arrest?,AI generated response,2026-07-07T13:27:00,459
CHAT0580,Officer58,How to register an FIR?,AI generated response,2026-07-04T15:44:00,1078
CHAT0581,Officer13,What is the procedure for arrest?,AI generated response,2026-07-05T09:48:00,1102
CHAT0582,Officer93,Evidence required in cybercrime?,AI generated response,2026-07-09T15:14:00,247
CHAT0583,Officer35,What is the procedure for arrest?,AI generated response,2026-07-01T10:55:00,227
CHAT0584,Officer44,How to file a missing person case?,AI generated response,2026-07-06T09:27:00,921
CHAT0585,Officer67,How to register an FIR?,AI generated response,2026-07-03T16:00:00,797
CHAT0586,Officer34,Evidence required in cybercrime?,AI generated response,2026-07-08T16:24:00,684
CHAT0587,Officer45,Evidence required in cybercrime?,AI generated response,2026-07-01T11:51:00,1124
CHAT0588,Officer19,How to register an FIR?,AI generated response,2026-07-01T16:03:00,370
CHAT0589,Officer4,How to register an FIR?,AI generated response,2026-07-08T10:30:00,246
CHAT0590,Officer77,How to register an FIR?,AI generated response,2026-07-06T11:04:00,530
CHAT0591,Officer97,IPC section for theft?,AI generated response,2026-07-06T10:03:00,1036
CHAT0592,Officer52,Evidence required in cybercrime?,AI generated response,2026-07-07T16:11:00,1188
CHAT0593,Officer62,How to register an FIR?,AI generated response,2026-07-04T13:07:00,667
CHAT0594,Officer47,What is the procedure for arrest?,AI generated response,2026-07-06T12:52:00,565
CHAT0595,Officer62,What is the procedure for arrest?,AI generated response,2026-07-08T18:43:00,909
CHAT0596,Officer5,How to register an FIR?,AI generated response,2026-07-04T14:27:00,906
CHAT0597,Officer79,How to register an FIR?,AI generated response,2026-07-08T10:14:00,159
CHAT0598,Officer98,What is the procedure for arrest?,AI generated response,2026-07-04T16:57:00,827
CHAT0599,Officer40,Evidence required in cybercrime?,AI generated response,2026-07-01T12:48:00,1099
CHAT0600,Officer40,What is the procedure for arrest?,AI generated response,2026-07-02T16:11:00,692
CHAT0601,Officer83,How to file a missing person case?,AI generated response,2026-07-01T16:13:00,712
CHAT0602,Officer64,How to register an FIR?,AI generated response,2026-07-06T13:21:00,804
CHAT0603,Officer7,IPC section for theft?,AI generated response,2026-07-05T14:10:00,630
CHAT0604,Officer33,How to register an FIR?,AI generated response,2026-07-04T11:32:00,1002
CHAT0605,Officer83,How to file a missing person case?,AI generated response,2026-07-01T14:30:00,366
CHAT0606,Officer96,IPC section for theft?,AI generated response,2026-07-06T14:25:00,436
CHAT0607,Officer4,How to register an FIR?,AI generated response,2026-07-05T15:16:00,1149
CHAT0608,Officer86,How to file a missing person case?,AI generated response,2026-07-01T18:10:00,244
CHAT0609,Officer100,Evidence required in cybercrime?,AI generated response,2026-07-02T12:01:00,162
CHAT0610,Officer75,How to file a missing person case?,AI generated response,2026-07-08T09:49:00,177
CHAT0611,Officer12,What is the procedure for arrest?,AI generated response,2026-07-05T18:00:00,755
CHAT0612,Officer61,IPC section for theft?,AI generated response,2026-07-09T17:28:00,1015
CHAT0613,Officer95,How to file a missing person case?,AI generated response,2026-07-09T17:00:00,227
CHAT0614,Officer2,What is the procedure for arrest?,AI generated response,2026-07-07T16:53:00,779
CHAT0615,Officer75,How to file a missing person case?,AI generated response,2026-07-02T16:15:00,1102
CHAT0616,Officer80,How to register an FIR?,AI generated response,2026-07-08T11:14:00,424
CHAT0617,Officer90,What is the procedure for arrest?,AI generated response,2026-07-01T11:20:00,821
CHAT0618,Officer96,How to register an FIR?,AI generated response,2026-07-06T13:21:00,726
CHAT0619,Officer49,What is the procedure for arrest?,AI generated response,2026-07-04T13:29:00,741
CHAT0620,Officer85,How to register an FIR?,AI generated response,2026-07-03T10:45:00,235
CHAT0621,Officer26,IPC section for theft?,AI generated response,2026-07-01T10:24:00,921
CHAT0622,Officer78,Evidence required in cybercrime?,AI generated response,2026-07-01T18:02:00,285
CHAT0623,Officer16,IPC section for theft?,AI generated response,2026-07-04T12:40:00,528
CHAT0624,Officer93,IPC section for theft?,AI generated response,2026-07-02T18:25:00,895
CHAT0625,Officer17,IPC section for theft?,AI generated response,2026-07-09T18:41:00,175
CHAT0626,Officer47,IPC section for theft?,AI generated response,2026-07-01T18:41:00,244
CHAT0627,Officer39,What is the procedure for arrest?,AI generated response,2026-07-08T18:08:00,546
CHAT0628,Officer99,How to register an FIR?,AI generated response,2026-07-03T18:00:00,599
CHAT0629,Officer61,Evidence required in cybercrime?,AI generated response,2026-07-08T11:19:00,222
CHAT0630,Officer52,IPC section for theft?,AI generated response,2026-07-06T11:36:00,241
CHAT0631,Officer67,Evidence required in cybercrime?,AI generated response,2026-07-08T17:35:00,506
CHAT0632,Officer16,What is the procedure for arrest?,AI generated response,2026-07-05T10:29:00,842
CHAT0633,Officer100,How to register an FIR?,AI generated response,2026-07-04T16:06:00,1040
CHAT0634,Officer11,IPC section for theft?,AI generated response,2026-07-08T11:20:00,906
CHAT0635,Officer74,Evidence required in cybercrime?,AI generated response,2026-07-07T14:40:00,720
CHAT0636,Officer60,What is the procedure for arrest?,AI generated response,2026-07-05T14:21:00,1039
